#xind    lon    lat 
2080 -130.728 61.8675 
2081 -134.713 59.6953 
2082 -138.202 57.4173 
2083 -141.274 55.0543 
2084   -144 52.6226 
2085 -146.102 50.0203 
2086 -147.987 47.3839 
2087 -149.691 44.7195 
2088 -151.245 42.032 
2089 -152.672 39.3253 
2090 -153.992 36.6025 
2091 -155.222 33.8661 
2092 -156.376 31.1183 
2093 -157.99 28.3974 
2094 -159.523 25.6585 
2095 -160.987 22.9043 
2096 -162.392 20.1372 
2097 -163.749 17.3594 
2098 -165.064 14.5726 
2099 -166.347 11.7788 
2100 -167.604 8.97926 
2101   -108 66.2119 
2102 -114.184 64.8148 
2103 -119.72 63.1752 
2104 -124.608 61.3469 
2105 -128.989 59.3189 
2106 -132.8 57.198 
2107 -136.188 54.962 
2108 -139.196 52.6469 
2109 -141.898 50.0203 
2110   -144 47.453 
2111 -145.905 44.8395 
2112 -147.629 42.2033 
2113 -149.24 39.4968 
2114 -150.692 36.8118 
2115 -152.044 34.0992 
2116 -153.299 31.3795 
2117 -154.61 28.6377 
2118 -156.231 25.9342 
2119 -157.778 23.1996 
2120 -159.25 20.458 
2121 -160.691 17.6481 
2122 -162.054 14.8784 
2123 -163.381 12.0872 
2124 -164.67 9.29754 
2125 -166.188 6.73914 
2126   -108 63.5688 
2127 -113.635 62.169 
2128 -118.738 60.5615 
2129 -123.356 58.7301 
2130 -127.495 56.7504 
2131 -131.133 54.663 
2132 -134.408 52.4773 
2133 -137.359 49.9643 
2134 -140.013 47.3839 
2135 -142.095 44.8395 
2136   -144 42.2605 
2137 -145.753 39.6072 
2138 -147.377 36.9295 
2139 -148.837 34.2564 
2140 -150.208 31.567 
2141 -151.602 28.8579 
2142 -152.926 26.1352 
2143 -154.544 23.4367 
2144 -156.096 20.7222 
2145 -157.589 17.939 
2146 -159.036 15.1448 
2147 -160.397 12.3716 
2148 -161.73 9.59181 
2149 -163.266 7.04588 
2150 -164.785 4.49498 
2151   -108 60.9256 
2152 -113.188 59.5321 
2153 -117.932 57.8943 
2154 -122.265 56.0929 
2155 -126.192 54.1663 
2156 -129.678 52.1164 
2157 -132.83 49.7229 
2158 -135.699 47.2469 
2159 -138.309 44.7195 
2160 -140.371 42.2033 
2161 -142.247 39.6072 
2162   -144 36.9774 
2163 -145.636 34.3351 
2164 -147.106 31.6798 
2165 -148.571 29.0059 
2166 -149.974 26.3109 
2167 -151.313 23.6141 
2168 -152.933 20.9287 
2169 -154.465 18.1737 
2170 -155.961 15.3995 
2171 -157.42 12.6297 
2172 -158.785 9.86126 
2173 -160.329 7.32798 
2174 -161.865 4.78361 
2175 -163.39 2.24815 
2176   -108 58.2825 
2177 -112.808 56.8378 
2178 -117.238 55.2226 
2179 -121.308 53.4597 
2180 -125.043 51.5698 
2181 -128.381 49.3034 
2182 -131.421 46.9493 
2183 -134.201 44.5217 
2184 -136.755 42.032 
2185 -138.76 39.4968 
2186 -140.623 36.9295 
2187 -142.364 34.3351 
2188   -144 31.7175 
2189 -145.546 29.0801 
2190 -147.014 26.426 
2191 -148.416 23.7575 
2192 -149.762 21.0769 
2193 -151.345 18.3507 
2194 -152.88 15.6118 
2195 -154.374 12.8626 
2196 -155.836 10.1051 
2197 -157.398 7.58525 
2198 -158.942 5.05985 
2199 -160.474 2.53083 
2200   -162      0 
2201   -108 55.6394 
2202 -112.495 54.1979 
2203 -116.678 52.589 
2204 -120.535 50.8454 
2205 -123.935 48.6919 
2206 -127.14 46.4552 
2207 -130.09 44.122 
2208 -132.795 41.7236 
2209 -135.328 39.3253 
2210 -137.308 36.8118 
2211 -139.163 34.2564 
2212 -140.894 31.6798 
2213 -142.454 29.0801 
2214   -144 26.4576 
2215 -145.477 23.8075 
2216 -146.882  21.15 
2217 -148.262 18.526 
2218 -149.846 15.8089 
2219 -151.387 13.0669 
2220 -152.882 10.3228 
2221 -154.412 7.81499 
2222 -155.974 5.29706 
2223 -157.522 2.76247 
2224 -159.054 0.23201 
2225 -160.61 -2.24815 
2226   -108 52.9963 
2227 -112.227 51.5457 
2228 -116.181 49.953 
2229 -119.7 47.9284 
2230 -122.948 45.8045 
2231 -126.026 43.5809 
2232 -128.882 41.2807 
2233 -131.529 38.9696 
2234 -134.008 36.6025 
2235 -135.956 34.0992 
2236 -137.792 31.567 
2237 -139.429 29.0059 
2238 -140.986 26.426 
2239 -142.523 23.8075 
2240   -144 21.1744 
2241 -145.425 18.5743 
2242 -146.807 15.9637 
2243 -148.383 13.2433 
2244 -149.925 10.5135 
2245 -151.474 8.01968 
2246 -153.004 5.52013 
2247 -154.559 2.99286 
2248 -156.108 0.463407 
2249 -157.659 -2.01653 
2250 -159.215 -4.49498 
2251   -108 50.3532 
2252 -111.999 48.9039 
2253 -115.586 47.0029 
2254 -118.941 44.9952 
2255 -122.058 42.9094 
2256 -125.028 40.7073 
2257 -127.761 38.4824 
2258 -130.345 36.1935 
2259 -132.778 33.8661 
2260 -134.701 31.3795 
2261 -136.398 28.8579 
2262 -138.026 26.3109 
2263 -139.584 23.7575 
2264 -141.118  21.15 
2265 -142.575 18.5743 
2266   -144 15.9819 
2267 -145.388 13.3919 
2268 -146.964 10.6769 
2269 -148.522  8.197 
2270 -150.07 5.70534 
2271 -151.606 3.22197 
2272 -153.162 0.693579 
2273 -154.699 -1.7861 
2274 -156.25 -4.27044 
2275 -157.812 -6.73914 
2276   -108  47.71 
2277 -111.643 45.9342 
2278 -115.054  44.05 
2279 -118.25 42.0706 
2280 -121.248 40.008 
2281 -124.067 37.8728 
2282 -126.725 35.6742 
2283 -129.239 33.4203 
2284 -131.624 31.1183 
2285 -133.39 28.6377 
2286 -135.074 26.1352 
2287 -136.687 23.6141 
2288 -138.238 21.0769 
2289 -139.738 18.526 
2290 -141.193 15.9637 
2291 -142.612 13.3919 
2292   -144 10.8123 
2293 -145.578 8.34709 
2294 -147.135 5.8757 
2295 -148.679 3.40003 
2296 -150.215 0.921917 
2297 -151.749 -1.55686 
2298 -153.287 -4.03452 
2299 -154.833 -6.50926 
2300 -156.396 -8.97926 
2301   -108 45.0669 
2302 -111.48 43.2911 
2303 -114.761 41.4053 
2304 -117.839 39.4329 
2305 -120.78 37.349 
2306 -123.515 35.2231 
2307 -126.111 33.0281 
2308 -128.567 30.7843 
2309 -130.01 28.3974 
2310 -131.769 25.9342 
2311 -133.456 23.4367 
2312 -135.067 20.9287 
2313 -136.655 18.3507 
2314 -138.154 15.8089 
2315 -139.617 13.2433 
2316 -141.036 10.6769 
2317 -142.422 8.34709 
2318   -144 5.88444 
2319 -145.564 3.4028 
2320 -147.108 0.926003 
2321 -148.673 -1.60967 
2322 -150.207 -4.09319 
2323 -151.751 -6.58819 
2324 -153.298 -9.07123 
2325 -154.962 -11.2139 
2326   -108 42.4238 
2327 -111.335 40.6373 
2328 -114.491 38.7599 
2329 -117.495 36.7599 
2330 -120.344 34.6882 
2331 -123.001 32.5604 
2332 -125.533 30.3792 
2333 -127.037 28.0267 
2334 -128.477 25.6585 
2335 -130.222 23.1996 
2336 -131.904 20.7222 
2337 -133.535 18.1737 
2338 -135.12 15.6118 
2339 -136.613 13.0669 
2340 -138.075 10.5135 
2341 -139.478  8.197 
2342 -140.865 5.8757 
2343 -142.436 3.4028 
2344   -144 0.927367 
2345 -145.562 -1.60696 
2346 -147.127 -4.14009 
2347 -148.656 -6.64097 
2348 -150.2 -9.13712 
2349 -151.84 -11.2939 
2350 -153.506 -13.4416 
2351   -108 39.7807 
2352 -111.21 37.9933 
2353 -114.254 36.072 
2354 -117.164 34.0762 
2355 -119.935 32.026 
2356 -122.526 29.9046 
2357 -124.076 27.587 
2358 -125.574 25.2476 
2359 -127.013 22.9043 
2360 -128.75 20.458 
2361 -130.411 17.939 
2362 -132.039 15.3995 
2363 -133.626 12.8626 
2364 -135.118 10.3228 
2365 -136.526 8.01968 
2366 -137.93 5.70534 
2367 -139.321 3.40003 
2368 -140.892 0.926003 
2369 -142.438 -1.60696 
2370   -144 -4.14624 
2371 -145.572 -6.66748 
2372 -147.1 -9.17674 
2373 -148.708 -11.3478 
2374 -150.35 -13.516 
2375 -152.022 -15.6608 
2376   -108 37.1375 
2377 -111.087 35.298 
2378 -114.033 33.3836 
2379 -116.851 31.4026 
2380 -119.55 29.3625 
2381 -121.153 27.0801 
2382 -122.692 24.7803 
2383 -124.174 22.4653 
2384 -125.608 20.1372 
2385 -127.309 17.6481 
2386 -128.964 15.1448 
2387 -130.58 12.6297 
2388 -132.164 10.1051 
2389 -133.588 7.81499 
2390 -134.996 5.52013 
2391 -136.394 3.22197 
2392 -137.785 0.921917 
2393 -139.327 -1.60967 
2394 -140.873 -4.14009 
2395 -142.428 -6.66748 
2396   -144 -9.18996 
2397 -145.585 -11.3747 
2398 -147.194 -13.5509 
2399 -148.832 -15.7166 
2400 -150.506 -17.8698 
2401   -108 34.4944 
2402 -110.991 32.6535 
2403 -113.862 30.7342 
2404 -116.607 28.7551 
2405 -118.201 26.5056 
2406 -119.791 24.2356 
2407 -121.329 21.9388 
2408 -122.804 19.6334 
2409 -124.251 17.3594 
2410 -125.946 14.8784 
2411 -127.603 12.3716 
2412 -129.215 9.86126 
2413 -130.602 7.58525 
2414 -132.026 5.29706 
2415 -133.441 2.99286 
2416 -134.838 0.693579 
2417 -136.251 -1.55686 
2418 -137.793 -4.09319 
2419 -139.344 -6.64097 
2420 -140.9 -9.17674 
2421 -142.415 -11.3747 
2422   -144 -13.5712 
2423 -145.614 -15.7704 
2424 -147.254 -17.9511 
2425 -148.952 -20.0667 
2426   -108 31.8513 
2427 -110.904 29.9987 
2428 -113.7 28.0847 
2429 -115.339 25.8695 
2430 -116.917 23.6365 
2431 -118.492 21.3686 
2432 -120.019 19.0865 
2433 -121.495 16.8347 
2434 -122.936 14.5726 
2435 -124.619 12.0872 
2436 -126.27 9.59181 
2437 -127.671 7.32798 
2438 -129.058 5.05985 
2439 -130.478 2.76247 
2440 -131.892 0.463407 
2441 -133.301 -1.7861 
2442 -134.713 -4.03452 
2443 -136.249 -6.58819 
2444 -137.8 -9.13712 
2445 -139.292 -11.3478 
2446 -140.806 -13.5509 
2447 -142.386 -15.7704 
2448   -144 -17.9782 
2449 -145.654 -20.1219 
2450 -147.354 -22.2497 
2451   -108 29.2082 
2452 -110.83 27.3538 
2453 -112.499 25.1718 
2454 -114.121 22.9674 
2455 -115.689 20.7573 
2456 -117.253 18.4981 
2457 -118.744 16.2678 
2458 -120.214 14.0223 
2459 -121.653 11.7788 
2460 -123.33 9.29754 
2461 -124.734 7.04588 
2462 -126.135 4.78361 
2463 -127.526 2.53083 
2464 -128.946 0.23201 
2465 -130.341 -2.01653 
2466 -131.75 -4.27044 
2467 -133.167 -6.50926 
2468 -134.702 -9.07123 
2469 -136.16 -11.2939 
2470 -137.65 -13.516 
2471 -139.168 -15.7166 
2472 -140.746 -17.9511 
2473 -142.346 -20.1219 
2474   -144 -22.2842 
2475 -145.706 -24.4166 
2476   -108 26.5651 
2477 -109.706 24.4166 
2478 -111.354 22.2497 
2479 -112.952 20.0667 
2480 -114.506 17.8698 
2481 -116.022 15.6608 
2482 -117.506 13.4416 
2483 -118.962 11.2139 
2484 -120.396 8.97926 
2485 -121.812 6.73914 
2486 -123.215 4.49498 
2487 -124.61 2.24815 
2488   -126      0 
2489 -127.39 -2.24815 
2490 -128.785 -4.49498 
2491 -130.188 -6.73914 
2492 -131.604 -8.97926 
2493 -133.038 -11.2139 
2494 -134.494 -13.4416 
2495 -135.978 -15.6608 
2496 -137.494 -17.8698 
2497 -139.048 -20.0667 
2498 -140.646 -22.2497 
2499 -142.294 -24.4166 
2500   -144 -26.5651 
2501      0     90 
2502   -108 87.3569 
2503   -108 84.7138 
2504   -108 82.0706 
2505   -108 79.4275 
2506   -108 76.7844 
2507   -108 74.1413 
2508   -108 71.4981 
2509   -108 68.855 
2510   -108 66.2119 
2511   -108 63.5688 
2512   -108 60.9256 
2513   -108 58.2825 
2514   -108 55.6394 
2515   -108 52.9963 
2516   -108 50.3532 
2517   -108  47.71 
2518   -108 45.0669 
2519   -108 42.4238 
2520   -108 39.7807 
2521   -108 37.1375 
2522   -108 34.4944 
2523   -108 31.8513 
2524   -108 29.2082 
2525   -108 26.5651 
2526    -36 87.3569 
2527    -72 85.7191 
2528  -85.6 83.3805 
2529 -91.9108 80.8761 
2530 -95.4796 78.2563 
2531 -97.7348 75.6595 
2532 -99.29 73.0366 
2533 -100.424 70.4148 
2534 -101.136 67.4464 
2535 -101.816 64.8148 
2536 -102.365 62.169 
2537 -102.812 59.5321 
2538 -103.192 56.8378 
2539 -103.505 54.1979 
2540 -103.773 51.5457 
2541 -104.001 48.9039 
2542 -104.357 45.9342 
2543 -104.52 43.2911 
2544 -104.665 40.6373 
2545 -104.79 37.9933 
2546 -104.913 35.298 
2547 -105.009 32.6535 
2548 -105.096 29.9987 
2549 -105.17 27.3538 
2550 -106.294 24.4166 
2551    -36 84.7138 
2552  -58.4 83.3805 
2553    -72 81.4131 
2554 -80.2438 79.1013 
2555 -85.5625 76.6466 
2556 -89.137 74.1496 
2557 -91.7529 71.6098 
2558 -93.6471 68.7034 
2559 -95.1037 65.7807 
2560 -96.2802 63.1752 
2561 -97.2622 60.5615 
2562 -98.0676 57.8943 
2563 -98.7616 55.2226 
2564 -99.3221 52.589 
2565 -99.819 49.953 
2566 -100.414 47.0029 
2567 -100.946  44.05 
2568 -101.239 41.4053 
2569 -101.509 38.7599 
2570 -101.746 36.072 
2571 -101.967 33.3836 
2572 -102.138 30.7342 
2573 -102.3 28.0847 
2574 -103.501 25.1718 
2575 -104.646 22.2497 
2576    -36 82.0706 
2577 -52.0892 80.8761 
2578 -63.7562 79.1013 
2579    -72 77.0061 
2580 -77.9108 74.7365 
2581 -82.1503 72.3656 
2582 -85.3664 69.5887 
2583 -87.86 66.7566 
2584 -89.8455 63.9072 
2585 -91.392 61.3469 
2586 -92.6441 58.7301 
2587 -93.735 56.0929 
2588 -94.6917 53.4597 
2589 -95.4648 50.8454 
2590  -96.3 47.9284 
2591 -97.0594 44.9952 
2592 -97.7504 42.0706 
2593 -98.1609 39.4329 
2594 -98.5048 36.7599 
2595 -98.8357 34.0762 
2596 -99.1494 31.4026 
2597 -99.3931 28.7551 
2598 -100.661 25.8695 
2599 -101.879 22.9674 
2600 -103.048 20.0667 
2601    -36 79.4275 
2602 -48.5204 78.2563 
2603 -58.4375 76.6466 
2604 -66.0892 74.7365 
2605    -72 72.6249 
2606 -76.579 70.0462 
2607 -80.1322 67.3763 
2608 -82.9631 64.644 
2609 -85.2723 61.8675 
2610 -87.0105 59.3189 
2611 -88.5053 56.7504 
2612 -89.8081 54.1663 
2613 -90.9573 51.5698 
2614 -92.0648 48.6919 
2615 -93.0523 45.8045 
2616 -93.9423 42.9094 
2617 -94.7522 40.008 
2618 -95.2201 37.349 
2619 -95.6559 34.6882 
2620 -96.0646 32.026 
2621 -96.4501 29.3625 
2622 -97.7994 26.5056 
2623 -99.0829 23.6365 
2624 -100.311 20.7573 
2625 -101.494 17.8698 
2626    -36 76.7844 
2627 -46.2652 75.6595 
2628 -54.863 74.1496 
2629 -61.8497 72.3656 
2630 -67.421 70.0462 
2631    -72 67.5812 
2632 -75.6958 64.9968 
2633 -78.7067 62.3462 
2634 -81.2871 59.6953 
2635 -83.2001 57.198 
2636 -84.8666 54.663 
2637 -86.322 52.1164 
2638 -87.6186 49.3034 
2639 -88.8602 46.4552 
2640 -89.9739 43.5809 
2641 -90.9718 40.7073 
2642 -91.9329 37.8728 
2643 -92.4847 35.2231 
2644 -92.9992 32.5604 
2645 -93.4738 29.9046 
2646 -94.8471 27.0801 
2647 -96.2086 24.2356 
2648 -97.5078 21.3686 
2649 -98.747 18.4981 
2650 -99.9777 15.6608 
2651    -36 74.1413 
2652 -44.71 73.0366 
2653 -52.2471 71.6098 
2654 -58.6336 69.5887 
2655 -63.8678 67.3763 
2656 -68.3042 64.9968 
2657    -72 62.5076 
2658 -75.1223 59.994 
2659 -77.7985 57.4173 
2660 -79.8116 54.962 
2661 -81.5915 52.4773 
2662 -83.1704 49.7229 
2663 -84.5791 46.9493 
2664 -85.9097 44.122 
2665 -87.1185 41.2807 
2666 -88.2386 38.4824 
2667 -89.2748 35.6742 
2668 -89.8888 33.0281 
2669 -90.467 30.3792 
2670 -91.924 27.587 
2671 -93.3083 24.7803 
2672 -94.6713 21.9388 
2673 -95.9808 19.0865 
2674 -97.2556 16.2678 
2675 -98.4943 13.4416 
2676    -36 71.4981 
2677 -43.5764 70.4148 
2678 -50.3529 68.7034 
2679 -56.14 66.7566 
2680 -61.0369 64.644 
2681 -65.2933 62.3462 
2682 -68.8777 59.994 
2683    -72 57.5505 
2684 -74.7256 55.0543 
2685 -76.8037 52.6469 
2686 -78.6411 49.9643 
2687 -80.3007 47.2469 
2688 -81.7994 44.5217 
2689 -83.2047 41.7236 
2690 -84.4707 38.9696 
2691 -85.6551 36.1935 
2692 -86.7609 33.4203 
2693 -87.433 30.7843 
2694 -88.9625 28.0267 
2695 -90.426 25.2476 
2696 -91.8258 22.4653 
2697 -93.1956 19.6334 
2698 -94.5052 16.8347 
2699 -95.786 14.0223 
2700 -97.0381 11.2139 
2701    -36 68.855 
2702 -42.8639 67.4464 
2703 -48.8963 65.7807 
2704 -54.1545 63.9072 
2705 -58.7277 61.8675 
2706 -62.7129 59.6953 
2707 -66.2015 57.4173 
2708 -69.2744 55.0543 
2709    -72 52.6226 
2710 -74.1023 50.0203 
2711 -75.9872 47.3839 
2712 -77.6915 44.7195 
2713 -79.245 42.032 
2714 -80.672 39.3253 
2715 -81.9923 36.6025 
2716 -83.2222 33.8661 
2717 -84.3756 31.1183 
2718 -85.9897 28.3974 
2719 -87.5227 25.6585 
2720 -88.9866 22.9043 
2721 -90.3921 20.1372 
2722 -91.7485 17.3594 
2723 -93.0643 14.5726 
2724 -94.3473 11.7788 
2725 -95.6043 8.97926 
2726    -36 66.2119 
2727 -42.184 64.8148 
2728 -47.7198 63.1752 
2729 -52.608 61.3469 
2730 -56.9895 59.3189 
2731 -60.7999 57.198 
2732 -64.1884 54.962 
2733 -67.1963 52.6469 
2734 -69.8977 50.0203 
2735    -72 47.453 
2736 -73.9049 44.8395 
2737 -75.629 42.2033 
2738 -77.2399 39.4968 
2739 -78.6916 36.8118 
2740 -80.0436 34.0992 
2741 -81.299 31.3795 
2742 -82.6099 28.6377 
2743 -84.2311 25.9342 
2744 -85.7779 23.1996 
2745 -87.2502 20.458 
2746 -88.6908 17.6481 
2747 -90.0542 14.8784 
2748 -91.3815 12.0872 
2749 -92.6696 9.29754 
2750 -94.1881 6.73914 
2751    -36 63.5688 
2752 -41.6355 62.169 
2753 -46.7378 60.5615 
2754 -51.3559 58.7301 
2755 -55.4947 56.7504 
2756 -59.1334 54.663 
2757 -62.4085 52.4773 
2758 -65.3589 49.9643 
2759 -68.0128 47.3839 
2760 -70.0951 44.8395 
2761    -72 42.2605 
2762 -73.7535 39.6072 
2763 -75.3769 36.9295 
2764 -76.8374 34.2564 
2765 -78.2076 31.567 
2766 -79.6024 28.8579 
2767 -80.9261 26.1352 
2768 -82.5437 23.4367 
2769 -84.0964 20.7222 
2770 -85.5894 17.939 
2771 -87.036 15.1448 
2772 -88.3972 12.3716 
2773 -89.7297 9.59181 
2774 -91.2657 7.04588 
2775 -92.7849 4.49498 
2776    -36 60.9256 
2777 -41.1876 59.5321 
2778 -45.9324 57.8943 
2779 -50.265 56.0929 
2780 -54.1919 54.1663 
2781 -57.678 52.1164 
2782 -60.8296 49.7229 
2783 -63.6993 47.2469 
2784 -66.3085 44.7195 
2785 -68.371 42.2033 
2786 -70.2465 39.6072 
2787    -72 36.9774 
2788 -73.636 34.3351 
2789 -75.1063 31.6798 
2790 -76.5711 29.0059 
2791 -77.9738 26.3109 
2792 -79.3133 23.6141 
2793 -80.9327 20.9287 
2794 -82.4646 18.1737 
2795 -83.9615 15.3995 
2796 -85.42 12.6297 
2797 -86.7849 9.86126 
2798 -88.3287 7.32798 
2799 -89.8646 4.78361 
2800 -91.3903 2.24815 
2801    -36 58.2825 
2802 -40.8078 56.8378 
2803 -45.2384 55.2226 
2804 -49.3083 53.4597 
2805 -53.0427 51.5698 
2806 -56.3814 49.3034 
2807 -59.4209 46.9493 
2808 -62.2006 44.5217 
2809 -64.755 42.032 
2810 -66.7601 39.4968 
2811 -68.6231 36.9295 
2812 -70.364 34.3351 
2813    -72 31.7175 
2814 -73.5457 29.0801 
2815 -75.014 26.426 
2816 -76.416 23.7575 
2817 -77.7616 21.0769 
2818 -79.3455 18.3507 
2819 -80.88 15.6118 
2820 -82.374 12.8626 
2821 -83.8356 10.1051 
2822 -85.3978 7.58525 
2823 -86.9419 5.05985 
2824 -88.4739 2.53083 
2825    -90      0 
2826    -36 55.6394 
2827 -40.4949 54.1979 
2828 -44.6779 52.589 
2829 -48.5352 50.8454 
2830 -51.9352 48.6919 
2831 -55.1398 46.4552 
2832 -58.0903 44.122 
2833 -60.7953 41.7236 
2834 -63.328 39.3253 
2835 -65.3084 36.8118 
2836 -67.1626 34.2564 
2837 -68.8937 31.6798 
2838 -70.4543 29.0801 
2839    -72 26.4576 
2840 -73.4765 23.8075 
2841 -74.8817  21.15 
2842 -76.2621 18.526 
2843 -77.846 15.8089 
2844 -79.387 13.0669 
2845 -80.882 10.3228 
2846 -82.4118 7.81499 
2847 -83.9738 5.29706 
2848 -85.5222 2.76247 
2849 -87.054 0.23201 
2850 -88.6097 -2.24815 
2851    -36 52.9963 
2852 -40.2272 51.5457 
2853 -44.181 49.953 
2854  -47.7 47.9284 
2855 -50.9477 45.8045 
2856 -54.0261 43.5809 
2857 -56.8815 41.2807 
2858 -59.5293 38.9696 
2859 -62.0077 36.6025 
2860 -63.9564 34.0992 
2861 -65.7924 31.567 
2862 -67.4289 29.0059 
2863 -68.986 26.426 
2864 -70.5235 23.8075 
2865    -72 21.1744 
2866 -73.4249 18.5743 
2867 -74.8068 15.9637 
2868 -76.3831 13.2433 
2869 -77.9245 10.5135 
2870 -79.4735 8.01968 
2871 -81.0036 5.52013 
2872 -82.5594 2.99286 
2873 -84.108 0.463407 
2874 -85.6592 -2.01653 
2875 -87.2151 -4.49498 
2876    -36 50.3532 
2877 -39.9988 48.9039 
2878 -43.5865 47.0029 
2879 -46.9406 44.9952 
2880 -50.0577 42.9094 
2881 -53.0282 40.7073 
2882 -55.7614 38.4824 
2883 -58.3449 36.1935 
2884 -60.7778 33.8661 
2885 -62.701 31.3795 
2886 -64.3976 28.8579 
2887 -66.0262 26.3109 
2888 -67.584 23.7575 
2889 -69.1183  21.15 
2890 -70.5751 18.5743 
2891    -72 15.9819 
2892 -73.3884 13.3919 
2893 -74.9637 10.6769 
2894 -76.5218  8.197 
2895 -78.0703 5.70534 
2896 -79.6062 3.22197 
2897 -81.1617 0.693579 
2898 -82.699 -1.7861 
2899 -84.25 -4.27044 
2900 -85.8119 -6.73914 
2901    -36  47.71 
2902 -39.6435 45.9342 
2903 -43.0543  44.05 
2904 -46.2496 42.0706 
2905 -49.2478 40.008 
2906 -52.0671 37.8728 
2907 -54.7252 35.6742 
2908 -57.2391 33.4203 
2909 -59.6244 31.1183 
2910 -61.3901 28.6377 
2911 -63.0739 26.1352 
2912 -64.6867 23.6141 
2913 -66.2384 21.0769 
2914 -67.7379 18.526 
2915 -69.1932 15.9637 
2916 -70.6116 13.3919 
2917    -72 10.8123 
2918 -73.5775 8.34709 
2919 -75.1353 5.8757 
2920 -76.6792 3.40003 
2921 -78.2152 0.921917 
2922 -79.7491 -1.55686 
2923 -81.2866 -4.03452 
2924 -82.8335 -6.50926 
2925 -84.3957 -8.97926 
2926    -36 45.0669 
2927 -39.48 43.2911 
2928 -42.7611 41.4053 
2929 -45.8391 39.4329 
2930 -48.7799 37.349 
2931 -51.5153 35.2231 
2932 -54.1112 33.0281 
2933 -56.567 30.7843 
2934 -58.0103 28.3974 
2935 -59.7689 25.9342 
2936 -61.4563 23.4367 
2937 -63.0673 20.9287 
2938 -64.6545 18.3507 
2939 -66.154 15.8089 
2940 -67.6169 13.2433 
2941 -69.0363 10.6769 
2942 -70.4225 8.34709 
2943    -72 5.88444 
2944 -73.5636 3.4028 
2945 -75.1076 0.926003 
2946 -76.6733 -1.60967 
2947 -78.2072 -4.09319 
2948 -79.7511 -6.58819 
2949 -81.2984 -9.07123 
2950 -82.9619 -11.2139 
2951    -36 42.4238 
2952 -39.3345 40.6373 
2953 -42.4909 38.7599 
2954 -45.4952 36.7599 
2955 -48.3441 34.6882 
2956 -51.0008 32.5604 
2957 -53.533 30.3792 
2958 -55.0375 28.0267 
2959 -56.4773 25.6585 
2960 -58.2221 23.1996 
2961 -59.9036 20.7222 
2962 -61.5354 18.1737 
2963 -63.12 15.6118 
2964 -64.613 13.0669 
2965 -66.0755 10.5135 
2966 -67.4782  8.197 
2967 -68.8647 5.8757 
2968 -70.4364 3.4028 
2969    -72 0.927367 
2970 -73.5618 -1.60696 
2971 -75.1275 -4.14009 
2972 -76.6558 -6.64097 
2973 -78.1997 -9.13712 
2974 -79.8403 -11.2939 
2975 -81.5057 -13.4416 
2976    -36 39.7807 
2977 -39.2096 37.9933 
2978 -42.2542 36.072 
2979 -45.1643 34.0762 
2980 -47.9354 32.026 
2981 -50.5262 29.9046 
2982 -52.076 27.587 
2983 -53.574 25.2476 
2984 -55.0134 22.9043 
2985 -56.7498 20.458 
2986 -58.4106 17.939 
2987 -60.0385 15.3995 
2988 -61.626 12.8626 
2989 -63.118 10.3228 
2990 -64.5265 8.01968 
2991 -65.9297 5.70534 
2992 -67.3208 3.40003 
2993 -68.8924 0.926003 
2994 -70.4382 -1.60696 
2995    -72 -4.14624 
2996 -73.5718 -6.66748 
2997 -75.1001 -9.17674 
2998 -76.7083 -11.3478 
2999 -78.3504 -13.516 
3000 -80.0223 -15.6608 
3001    -36 37.1375 
3002 -39.0865 35.298 
3003 -42.0331 33.3836 
3004 -44.8506 31.4026 
3005 -47.5499 29.3625 
3006 -49.1529 27.0801 
3007 -50.6917 24.7803 
3008 -52.1742 22.4653 
3009 -53.6079 20.1372 
3010 -55.3092 17.6481 
3011 -56.964 15.1448 
3012 -58.58 12.6297 
3013 -60.1644 10.1051 
3014 -61.5882 7.81499 
3015 -62.9964 5.52013 
3016 -64.3938 3.22197 
3017 -65.7848 0.921917 
3018 -67.3267 -1.60967 
3019 -68.8725 -4.14009 
3020 -70.4282 -6.66748 
3021    -72 -9.18996 
3022 -73.5846 -11.3747 
3023 -75.1937 -13.5509 
3024 -76.8324 -15.7166 
3025 -78.5063 -17.8698 
3026    -36 34.4944 
3027 -38.9907 32.6535 
3028 -41.8619 30.7342 
3029 -44.6069 28.7551 
3030 -46.2006 26.5056 
3031 -47.7914 24.2356 
3032 -49.3287 21.9388 
3033 -50.8044 19.6334 
3034 -52.2515 17.3594 
3035 -53.9458 14.8784 
3036 -55.6028 12.3716 
3037 -57.2151 9.86126 
3038 -58.6022 7.58525 
3039 -60.0262 5.29706 
3040 -61.4406 2.99286 
3041 -62.8383 0.693579 
3042 -64.2509 -1.55686 
3043 -65.7928 -4.09319 
3044 -67.3442 -6.64097 
3045 -68.8999 -9.17674 
3046 -70.4154 -11.3747 
3047    -72 -13.5712 
3048 -73.6143 -15.7704 
3049 -75.2542 -17.9511 
3050 -76.9523 -20.0667 
3051    -36 31.8513 
3052 -38.904 29.9987 
3053 -41.6998 28.0847 
3054 -43.3387 25.8695 
3055 -44.9171 23.6365 
3056 -46.4922 21.3686 
3057 -48.0192 19.0865 
3058 -49.4948 16.8347 
3059 -50.9357 14.5726 
3060 -52.6185 12.0872 
3061 -54.2703 9.59181 
3062 -55.6713 7.32798 
3063 -57.0581 5.05985 
