#xind    lon    lat 
1014 74.8817  21.15 
1015 73.4249 18.5743 
1016     72 15.9819 
1017 70.6116 13.3919 
1018 69.0363 10.6769 
1019 67.4782  8.197 
1020 65.9297 5.70534 
1021 64.3938 3.22197 
1022 62.8383 0.693579 
1023 61.301 -1.7861 
1024  59.75 -4.27044 
1025 58.1881 -6.73914 
1026    108  47.71 
1027 104.357 45.9342 
1028 100.946  44.05 
1029 97.7504 42.0706 
1030 94.7522 40.008 
1031 91.9329 37.8728 
1032 89.2748 35.6742 
1033 86.7609 33.4203 
1034 84.3756 31.1183 
1035 82.6099 28.6377 
1036 80.9261 26.1352 
1037 79.3133 23.6141 
1038 77.7616 21.0769 
1039 76.2621 18.526 
1040 74.8068 15.9637 
1041 73.3884 13.3919 
1042     72 10.8123 
1043 70.4225 8.34709 
1044 68.8647 5.8757 
1045 67.3208 3.40003 
1046 65.7848 0.921917 
1047 64.2509 -1.55686 
1048 62.7134 -4.03452 
1049 61.1665 -6.50926 
1050 59.6043 -8.97926 
1051    108 45.0669 
1052 104.52 43.2911 
1053 101.239 41.4053 
1054 98.1609 39.4329 
1055 95.2201 37.349 
1056 92.4847 35.2231 
1057 89.8888 33.0281 
1058 87.433 30.7843 
1059 85.9897 28.3974 
1060 84.2311 25.9342 
1061 82.5437 23.4367 
1062 80.9327 20.9287 
1063 79.3455 18.3507 
1064 77.846 15.8089 
1065 76.3831 13.2433 
1066 74.9637 10.6769 
1067 73.5775 8.34709 
1068     72 5.88444 
1069 70.4364 3.4028 
1070 68.8924 0.926003 
1071 67.3267 -1.60967 
1072 65.7928 -4.09319 
1073 64.2489 -6.58819 
1074 62.7016 -9.07123 
1075 61.0381 -11.2139 
1076    108 42.4238 
1077 104.665 40.6373 
1078 101.509 38.7599 
1079 98.5048 36.7599 
1080 95.6559 34.6882 
1081 92.9992 32.5604 
1082 90.467 30.3792 
1083 88.9625 28.0267 
1084 87.5227 25.6585 
1085 85.7779 23.1996 
1086 84.0964 20.7222 
1087 82.4646 18.1737 
1088  80.88 15.6118 
1089 79.387 13.0669 
1090 77.9245 10.5135 
1091 76.5218  8.197 
1092 75.1353 5.8757 
1093 73.5636 3.4028 
1094     72 0.927367 
1095 70.4382 -1.60696 
1096 68.8725 -4.14009 
1097 67.3442 -6.64097 
1098 65.8003 -9.13712 
1099 64.1597 -11.2939 
1100 62.4943 -13.4416 
1101    108 39.7807 
1102 104.79 37.9933 
1103 101.746 36.072 
1104 98.8357 34.0762 
1105 96.0646 32.026 
1106 93.4738 29.9046 
1107 91.924 27.587 
1108 90.426 25.2476 
1109 88.9866 22.9043 
1110 87.2502 20.458 
1111 85.5894 17.939 
1112 83.9615 15.3995 
1113 82.374 12.8626 
1114 80.882 10.3228 
1115 79.4735 8.01968 
1116 78.0703 5.70534 
1117 76.6792 3.40003 
1118 75.1076 0.926003 
1119 73.5618 -1.60696 
1120     72 -4.14624 
1121 70.4282 -6.66748 
1122 68.8999 -9.17674 
1123 67.2917 -11.3478 
1124 65.6496 -13.516 
1125 63.9777 -15.6608 
1126    108 37.1375 
1127 104.913 35.298 
1128 101.967 33.3836 
1129 99.1494 31.4026 
1130 96.4501 29.3625 
1131 94.8471 27.0801 
1132 93.3083 24.7803 
1133 91.8258 22.4653 
1134 90.3921 20.1372 
1135 88.6908 17.6481 
1136 87.036 15.1448 
1137  85.42 12.6297 
1138 83.8356 10.1051 
1139 82.4118 7.81499 
1140 81.0036 5.52013 
1141 79.6062 3.22197 
1142 78.2152 0.921917 
1143 76.6733 -1.60967 
1144 75.1275 -4.14009 
1145 73.5718 -6.66748 
1146     72 -9.18996 
1147 70.4154 -11.3747 
1148 68.8063 -13.5509 
1149 67.1676 -15.7166 
1150 65.4937 -17.8698 
1151    108 34.4944 
1152 105.009 32.6535 
1153 102.138 30.7342 
1154 99.3931 28.7551 
1155 97.7994 26.5056 
1156 96.2086 24.2356 
1157 94.6713 21.9388 
1158 93.1956 19.6334 
1159 91.7485 17.3594 
1160 90.0542 14.8784 
1161 88.3972 12.3716 
1162 86.7849 9.86126 
1163 85.3978 7.58525 
1164 83.9738 5.29706 
1165 82.5594 2.99286 
1166 81.1617 0.693579 
1167 79.7491 -1.55686 
1168 78.2072 -4.09319 
1169 76.6558 -6.64097 
1170 75.1001 -9.17674 
1171 73.5846 -11.3747 
1172     72 -13.5712 
1173 70.3857 -15.7704 
1174 68.7458 -17.9511 
1175 67.0477 -20.0667 
1176    108 31.8513 
1177 105.096 29.9987 
1178  102.3 28.0847 
1179 100.661 25.8695 
1180 99.0829 23.6365 
1181 97.5078 21.3686 
1182 95.9808 19.0865 
1183 94.5052 16.8347 
1184 93.0643 14.5726 
1185 91.3815 12.0872 
1186 89.7297 9.59181 
1187 88.3287 7.32798 
1188 86.9419 5.05985 
1189 85.5222 2.76247 
1190 84.108 0.463407 
1191 82.699 -1.7861 
1192 81.2866 -4.03452 
1193 79.7511 -6.58819 
1194 78.1997 -9.13712 
1195 76.7083 -11.3478 
1196 75.1937 -13.5509 
1197 73.6143 -15.7704 
1198     72 -17.9782 
1199 70.3458 -20.1219 
1200 68.6457 -22.2497 
1201    108 29.2082 
1202 105.17 27.3538 
1203 103.501 25.1718 
1204 101.879 22.9674 
1205 100.311 20.7573 
1206 98.747 18.4981 
1207 97.2556 16.2678 
1208 95.786 14.0223 
1209 94.3473 11.7788 
1210 92.6696 9.29754 
1211 91.2657 7.04588 
1212 89.8646 4.78361 
1213 88.4739 2.53083 
1214 87.054 0.23201 
1215 85.6592 -2.01653 
1216  84.25 -4.27044 
1217 82.8335 -6.50926 
1218 81.2984 -9.07123 
1219 79.8403 -11.2939 
1220 78.3504 -13.516 
1221 76.8324 -15.7166 
1222 75.2542 -17.9511 
1223 73.6542 -20.1219 
1224     72 -22.2842 
1225 70.2942 -24.4166 
1226    108 26.5651 
1227 106.294 24.4166 
1228 104.646 22.2497 
1229 103.048 20.0667 
1230 101.494 17.8698 
1231 99.9777 15.6608 
1232 98.4943 13.4416 
1233 97.0381 11.2139 
1234 95.6043 8.97926 
1235 94.1881 6.73914 
1236 92.7849 4.49498 
1237 91.3903 2.24815 
1238     90      0 
1239 88.6097 -2.24815 
1240 87.2151 -4.49498 
1241 85.8119 -6.73914 
1242 84.3957 -8.97926 
1243 82.9619 -11.2139 
1244 81.5057 -13.4416 
1245 80.0223 -15.6608 
1246 78.5063 -17.8698 
1247 76.9523 -20.0667 
1248 75.3543 -22.2497 
1249 73.7058 -24.4166 
1250     72 -26.5651 
1251      0     90 
1252    108 87.3569 
1253    108 84.7138 
1254    108 82.0706 
1255    108 79.4275 
1256    108 76.7844 
1257    108 74.1413 
1258    108 71.4981 
1259    108 68.855 
1260    108 66.2119 
1261    108 63.5688 
1262    108 60.9256 
1263    108 58.2825 
1264    108 55.6394 
1265    108 52.9963 
1266    108 50.3532 
1267    108  47.71 
1268    108 45.0669 
1269    108 42.4238 
1270    108 39.7807 
1271    108 37.1375 
1272    108 34.4944 
1273    108 31.8513 
1274    108 29.2082 
1275    108 26.5651 
1276    180 87.3569 
1277    144 85.7191 
1278  130.4 83.3805 
1279 124.089 80.8761 
1280 120.52 78.2563 
1281 118.265 75.6595 
1282 116.71 73.0366 
1283 115.576 70.4148 
1284 114.864 67.4464 
1285 114.184 64.8148 
1286 113.635 62.169 
1287 113.188 59.5321 
1288 112.808 56.8378 
1289 112.495 54.1979 
1290 112.227 51.5457 
1291 111.999 48.9039 
1292 111.643 45.9342 
1293 111.48 43.2911 
1294 111.335 40.6373 
1295 111.21 37.9933 
1296 111.087 35.298 
1297 110.991 32.6535 
1298 110.904 29.9987 
1299 110.83 27.3538 
1300 109.706 24.4166 
1301    180 84.7138 
1302  157.6 83.3805 
1303    144 81.4131 
1304 135.756 79.1013 
1305 130.437 76.6466 
1306 126.863 74.1496 
1307 124.247 71.6098 
1308 122.353 68.7034 
1309 120.896 65.7807 
1310 119.72 63.1752 
1311 118.738 60.5615 
1312 117.932 57.8943 
1313 117.238 55.2226 
1314 116.678 52.589 
1315 116.181 49.953 
1316 115.586 47.0029 
1317 115.054  44.05 
1318 114.761 41.4053 
1319 114.491 38.7599 
1320 114.254 36.072 
1321 114.033 33.3836 
1322 113.862 30.7342 
1323  113.7 28.0847 
1324 112.499 25.1718 
1325 111.354 22.2497 
1326    180 82.0706 
1327 163.911 80.8761 
1328 152.244 79.1013 
1329    144 77.0061 
1330 138.089 74.7365 
1331 133.85 72.3656 
1332 130.634 69.5887 
1333 128.14 66.7566 
1334 126.155 63.9072 
1335 124.608 61.3469 
1336 123.356 58.7301 
1337 122.265 56.0929 
1338 121.308 53.4597 
1339 120.535 50.8454 
1340  119.7 47.9284 
1341 118.941 44.9952 
1342 118.25 42.0706 
1343 117.839 39.4329 
1344 117.495 36.7599 
1345 117.164 34.0762 
1346 116.851 31.4026 
1347 116.607 28.7551 
1348 115.339 25.8695 
1349 114.121 22.9674 
1350 112.952 20.0667 
1351    180 79.4275 
1352 167.48 78.2563 
1353 157.563 76.6466 
1354 149.911 74.7365 
1355    144 72.6249 
1356 139.421 70.0462 
1357 135.868 67.3763 
1358 133.037 64.644 
1359 130.728 61.8675 
1360 128.989 59.3189 
1361 127.495 56.7504 
1362 126.192 54.1663 
1363 125.043 51.5698 
1364 123.935 48.6919 
1365 122.948 45.8045 
1366 122.058 42.9094 
1367 121.248 40.008 
1368 120.78 37.349 
1369 120.344 34.6882 
1370 119.935 32.026 
1371 119.55 29.3625 
1372 118.201 26.5056 
1373 116.917 23.6365 
1374 115.689 20.7573 
1375 114.506 17.8698 
1376    180 76.7844 
1377 169.735 75.6595 
1378 161.137 74.1496 
1379 154.15 72.3656 
1380 148.579 70.0462 
1381    144 67.5812 
1382 140.304 64.9968 
1383 137.293 62.3462 
1384 134.713 59.6953 
1385  132.8 57.198 
1386 131.133 54.663 
1387 129.678 52.1164 
1388 128.381 49.3034 
1389 127.14 46.4552 
1390 126.026 43.5809 
1391 125.028 40.7073 
1392 124.067 37.8728 
1393 123.515 35.2231 
1394 123.001 32.5604 
1395 122.526 29.9046 
1396 121.153 27.0801 
1397 119.791 24.2356 
1398 118.492 21.3686 
1399 117.253 18.4981 
1400 116.022 15.6608 
1401    180 74.1413 
1402 171.29 73.0366 
1403 163.753 71.6098 
1404 157.366 69.5887 
1405 152.132 67.3763 
1406 147.696 64.9968 
1407    144 62.5076 
1408 140.878 59.994 
1409 138.202 57.4173 
1410 136.188 54.962 
1411 134.408 52.4773 
1412 132.83 49.7229 
1413 131.421 46.9493 
1414 130.09 44.122 
1415 128.882 41.2807 
1416 127.761 38.4824 
1417 126.725 35.6742 
1418 126.111 33.0281 
1419 125.533 30.3792 
1420 124.076 27.587 
1421 122.692 24.7803 
1422 121.329 21.9388 
1423 120.019 19.0865 
1424 118.744 16.2678 
1425 117.506 13.4416 
1426    180 71.4981 
1427 172.424 70.4148 
1428 165.647 68.7034 
1429 159.86 66.7566 
1430 154.963 64.644 
1431 150.707 62.3462 
1432 147.122 59.994 
1433    144 57.5505 
1434 141.274 55.0543 
1435 139.196 52.6469 
1436 137.359 49.9643 
1437 135.699 47.2469 
1438 134.201 44.5217 
1439 132.795 41.7236 
1440 131.529 38.9696 
1441 130.345 36.1935 
1442 129.239 33.4203 
1443 128.567 30.7843 
1444 127.037 28.0267 
1445 125.574 25.2476 
1446 124.174 22.4653 
1447 122.804 19.6334 
1448 121.495 16.8347 
1449 120.214 14.0223 
1450 118.962 11.2139 
1451    180 68.855 
1452 173.136 67.4464 
1453 167.104 65.7807 
1454 161.845 63.9072 
1455 157.272 61.8675 
1456 153.287 59.6953 
1457 149.798 57.4173 
1458 146.726 55.0543 
1459    144 52.6226 
1460 141.898 50.0203 
1461 140.013 47.3839 
1462 138.309 44.7195 
1463 136.755 42.032 
1464 135.328 39.3253 
1465 134.008 36.6025 
1466 132.778 33.8661 
1467 131.624 31.1183 
1468 130.01 28.3974 
1469 128.477 25.6585 
1470 127.013 22.9043 
1471 125.608 20.1372 
1472 124.251 17.3594 
1473 122.936 14.5726 
1474 121.653 11.7788 
1475 120.396 8.97926 
1476    180 66.2119 
1477 173.816 64.8148 
1478 168.28 63.1752 
1479 163.392 61.3469 
1480 159.011 59.3189 
1481  155.2 57.198 
1482 151.812 54.962 
1483 148.804 52.6469 
1484 146.102 50.0203 
1485    144 47.453 
1486 142.095 44.8395 
1487 140.371 42.2033 
1488 138.76 39.4968 
1489 137.308 36.8118 
1490 135.956 34.0992 
1491 134.701 31.3795 
1492 133.39 28.6377 
1493 131.769 25.9342 
1494 130.222 23.1996 
1495 128.75 20.458 
1496 127.309 17.6481 
1497 125.946 14.8784 
1498 124.619 12.0872 
1499 123.33 9.29754 
1500 121.812 6.73914 
1501    180 63.5688 
1502 174.365 62.169 
1503 169.262 60.5615 
1504 164.644 58.7301 
1505 160.505 56.7504 
1506 156.867 54.663 
1507 153.592 52.4773 
1508 150.641 49.9643 
1509 147.987 47.3839 
1510 145.905 44.8395 
1511    144 42.2605 
1512 142.247 39.6072 
1513 140.623 36.9295 
1514 139.163 34.2564 
1515 137.792 31.567 
1516 136.398 28.8579 
1517 135.074 26.1352 
1518 133.456 23.4367 
1519 131.904 20.7222 
1520 130.411 17.939 
1521 128.964 15.1448 
1522 127.603 12.3716 
1523 126.27 9.59181 
1524 124.734 7.04588 
1525 123.215 4.49498 
1526    180 60.9256 
1527 174.812 59.5321 
1528 170.068 57.8943 
1529 165.735 56.0929 
1530 161.808 54.1663 
1531 158.322 52.1164 
1532 155.17 49.7229 
1533 152.301 47.2469 
1534 149.691 44.7195 
1535 147.629 42.2033 
1536 145.753 39.6072 
1537    144 36.9774 
1538 142.364 34.3351 
1539 140.894 31.6798 
1540 139.429 29.0059 
1541 138.026 26.3109 
1542 136.687 23.6141 
1543 135.067 20.9287 
1544 133.535 18.1737 
1545 132.039 15.3995 
1546 130.58 12.6297 
1547 129.215 9.86126 
1548 127.671 7.32798 
1549 126.135 4.78361 
1550 124.61 2.24815 
1551    180 58.2825 
1552 175.192 56.8378 
1553 170.762 55.2226 
1554 166.692 53.4597 
1555 162.957 51.5698 
1556 159.619 49.3034 
1557 156.579 46.9493 
1558 153.799 44.5217 
1559 151.245 42.032 
1560 149.24 39.4968 
1561 147.377 36.9295 
1562 145.636 34.3351 
1563    144 31.7175 
1564 142.454 29.0801 
1565 140.986 26.426 
1566 139.584 23.7575 
1567 138.238 21.0769 
1568 136.655 18.3507 
1569 135.12 15.6118 
1570 133.626 12.8626 
1571 132.164 10.1051 
1572 130.602 7.58525 
1573 129.058 5.05985 
1574 127.526 2.53083 
1575    126      0 
1576    180 55.6394 
1577 175.505 54.1979 
1578 171.322 52.589 
1579 167.465 50.8454 
1580 164.065 48.6919 
1581 160.86 46.4552 
1582 157.91 44.122 
1583 155.205 41.7236 
1584 152.672 39.3253 
1585 150.692 36.8118 
1586 148.837 34.2564 
1587 147.106 31.6798 
1588 145.546 29.0801 
1589    144 26.4576 
1590 142.523 23.8075 
1591 141.118  21.15 
1592 139.738 18.526 
1593 138.154 15.8089 
1594 136.613 13.0669 
1595 135.118 10.3228 
1596 133.588 7.81499 
1597 132.026 5.29706 
1598 130.478 2.76247 
1599 128.946 0.23201 
1600 127.39 -2.24815 
1601    180 52.9963 
1602 175.773 51.5457 
1603 171.819 49.953 
1604  168.3 47.9284 
1605 165.052 45.8045 
1606 161.974 43.5809 
1607 159.118 41.2807 
1608 156.471 38.9696 
1609 153.992 36.6025 
1610 152.044 34.0992 
1611 150.208 31.567 
1612 148.571 29.0059 
1613 147.014 26.426 
1614 145.477 23.8075 
1615    144 21.1744 
1616 142.575 18.5743 
1617 141.193 15.9637 
1618 139.617 13.2433 
1619 138.075 10.5135 
1620 136.526 8.01968 
1621 134.996 5.52013 
1622 133.441 2.99286 
1623 131.892 0.463407 
1624 130.341 -2.01653 
1625 128.785 -4.49498 
1626    180 50.3532 
1627 176.001 48.9039 
1628 172.414 47.0029 
1629 169.059 44.9952 
1630 165.942 42.9094 
1631 162.972 40.7073 
1632 160.239 38.4824 
1633 157.655 36.1935 
1634 155.222 33.8661 
1635 153.299 31.3795 
1636 151.602 28.8579 
1637 149.974 26.3109 
1638 148.416 23.7575 
1639 146.882  21.15 
1640 145.425 18.5743 
1641    144 15.9819 
1642 142.612 13.3919 
1643 141.036 10.6769 
1644 139.478  8.197 
1645 137.93 5.70534 
1646 136.394 3.22197 
1647 134.838 0.693579 
1648 133.301 -1.7861 
1649 131.75 -4.27044 
1650 130.188 -6.73914 
1651    180  47.71 
1652 176.357 45.9342 
1653 172.946  44.05 
1654 169.75 42.0706 
1655 166.752 40.008 
1656 163.933 37.8728 
1657 161.275 35.6742 
1658 158.761 33.4203 
1659 156.376 31.1183 
1660 154.61 28.6377 
1661 152.926 26.1352 
1662 151.313 23.6141 
1663 149.762 21.0769 
1664 148.262 18.526 
1665 146.807 15.9637 
1666 145.388 13.3919 
1667    144 10.8123 
1668 142.422 8.34709 
1669 140.865 5.8757 
1670 139.321 3.40003 
1671 137.785 0.921917 
1672 136.251 -1.55686 
1673 134.713 -4.03452 
1674 133.167 -6.50926 
1675 131.604 -8.97926 
1676    180 45.0669 
1677 176.52 43.2911 
1678 173.239 41.4053 
1679 170.161 39.4329 
1680 167.22 37.349 
1681 164.485 35.2231 
1682 161.889 33.0281 
1683 159.433 30.7843 
1684 157.99 28.3974 
1685 156.231 25.9342 
1686 154.544 23.4367 
1687 152.933 20.9287 
1688 151.345 18.3507 
1689 149.846 15.8089 
1690 148.383 13.2433 
1691 146.964 10.6769 
1692 145.578 8.34709 
1693    144 5.88444 
1694 142.436 3.4028 
1695 140.892 0.926003 
1696 139.327 -1.60967 
1697 137.793 -4.09319 
1698 136.249 -6.58819 
1699 134.702 -9.07123 
1700 133.038 -11.2139 
1701    180 42.4238 
1702 176.665 40.6373 
1703 173.509 38.7599 
1704 170.505 36.7599 
1705 167.656 34.6882 
1706 164.999 32.5604 
1707 162.467 30.3792 
1708 160.963 28.0267 
1709 159.523 25.6585 
1710 157.778 23.1996 
1711 156.096 20.7222 
1712 154.465 18.1737 
1713 152.88 15.6118 
1714 151.387 13.0669 
1715 149.925 10.5135 
1716 148.522  8.197 
1717 147.135 5.8757 
1718 145.564 3.4028 
1719    144 0.927367 
1720 142.438 -1.60696 
1721 140.873 -4.14009 
1722 139.344 -6.64097 
1723  137.8 -9.13712 
1724 136.16 -11.2939 
1725 134.494 -13.4416 
1726    180 39.7807 
1727 176.79 37.9933 
1728 173.746 36.072 
1729 170.836 34.0762 
1730 168.065 32.026 
1731 165.474 29.9046 
1732 163.924 27.587 
1733 162.426 25.2476 
1734 160.987 22.9043 
1735 159.25 20.458 
1736 157.589 17.939 
1737 155.961 15.3995 
1738 154.374 12.8626 
1739 152.882 10.3228 
1740 151.474 8.01968 
1741 150.07 5.70534 
1742 148.679 3.40003 
1743 147.108 0.926003 
1744 145.562 -1.60696 
1745    144 -4.14624 
1746 142.428 -6.66748 
1747  140.9 -9.17674 
1748 139.292 -11.3478 
1749 137.65 -13.516 
1750 135.978 -15.6608 
1751    180 37.1375 
1752 176.913 35.298 
1753 173.967 33.3836 
1754 171.149 31.4026 
1755 168.45 29.3625 
1756 166.847 27.0801 
1757 165.308 24.7803 
1758 163.826 22.4653 
1759 162.392 20.1372 
1760 160.691 17.6481 
1761 159.036 15.1448 
1762 157.42 12.6297 
1763 155.836 10.1051 
1764 154.412 7.81499 
1765 153.004 5.52013 
1766 151.606 3.22197 
1767 150.215 0.921917 
1768 148.673 -1.60967 
1769 147.127 -4.14009 
1770 145.572 -6.66748 
1771    144 -9.18996 
1772 142.415 -11.3747 
1773 140.806 -13.5509 
1774 139.168 -15.7166 
1775 137.494 -17.8698 
1776    180 34.4944 
1777 177.009 32.6535 
1778 174.138 30.7342 
1779 171.393 28.7551 
1780 169.799 26.5056 
1781 168.209 24.2356 
1782 166.671 21.9388 
1783 165.196 19.6334 
1784 163.749 17.3594 
1785 162.054 14.8784 
1786 160.397 12.3716 
1787 158.785 9.86126 
1788 157.398 7.58525 
1789 155.974 5.29706 
1790 154.559 2.99286 
1791 153.162 0.693579 
1792 151.749 -1.55686 
1793 150.207 -4.09319 
1794 148.656 -6.64097 
1795  147.1 -9.17674 
1796 145.585 -11.3747 
1797    144 -13.5712 
1798 142.386 -15.7704 
1799 140.746 -17.9511 
1800 139.048 -20.0667 
1801    180 31.8513 
1802 177.096 29.9987 
1803  174.3 28.0847 
1804 172.661 25.8695 
1805 171.083 23.6365 
1806 169.508 21.3686 
1807 167.981 19.0865 
1808 166.505 16.8347 
1809 165.064 14.5726 
1810 163.381 12.0872 
1811 161.73 9.59181 
1812 160.329 7.32798 
1813 158.942 5.05985 
1814 157.522 2.76247 
1815 156.108 0.463407 
1816 154.699 -1.7861 
1817 153.287 -4.03452 
1818 151.751 -6.58819 
1819  150.2 -9.13712 
1820 148.708 -11.3478 
1821 147.194 -13.5509 
1822 145.614 -15.7704 
1823    144 -17.9782 
1824 142.346 -20.1219 
1825 140.646 -22.2497 
1826    180 29.2082 
1827 177.17 27.3538 
1828 175.501 25.1718 
1829 173.879 22.9674 
1830 172.311 20.7573 
1831 170.747 18.4981 
1832 169.256 16.2678 
1833 167.786 14.0223 
1834 166.347 11.7788 
1835 164.67 9.29754 
1836 163.266 7.04588 
1837 161.865 4.78361 
1838 160.474 2.53083 
1839 159.054 0.23201 
1840 157.659 -2.01653 
1841 156.25 -4.27044 
1842 154.833 -6.50926 
1843 153.298 -9.07123 
1844 151.84 -11.2939 
1845 150.35 -13.516 
1846 148.832 -15.7166 
1847 147.254 -17.9511 
1848 145.654 -20.1219 
1849    144 -22.2842 
1850 142.294 -24.4166 
1851    180 26.5651 
1852 178.294 24.4166 
1853 176.646 22.2497 
1854 175.048 20.0667 
1855 173.494 17.8698 
1856 171.978 15.6608 
1857 170.494 13.4416 
1858 169.038 11.2139 
1859 167.604 8.97926 
1860 166.188 6.73914 
1861 164.785 4.49498 
1862 163.39 2.24815 
1863    162      0 
1864 160.61 -2.24815 
1865 159.215 -4.49498 
1866 157.812 -6.73914 
1867 156.396 -8.97926 
1868 154.962 -11.2139 
1869 153.506 -13.4416 
1870 152.022 -15.6608 
1871 150.506 -17.8698 
1872 148.952 -20.0667 
1873 147.354 -22.2497 
1874 145.706 -24.4166 
1875    144 -26.5651 
1876      0     90 
1877    180 87.3569 
1878    180 84.7138 
1879    180 82.0706 
1880    180 79.4275 
1881    180 76.7844 
1882    180 74.1413 
1883    180 71.4981 
1884    180 68.855 
1885    180 66.2119 
1886    180 63.5688 
1887    180 60.9256 
1888    180 58.2825 
1889    180 55.6394 
1890    180 52.9963 
1891    180 50.3532 
1892    180  47.71 
1893    180 45.0669 
1894    180 42.4238 
1895    180 39.7807 
1896    180 37.1375 
1897    180 34.4944 
1898    180 31.8513 
1899    180 29.2082 
1900    180 26.5651 
1901   -108 87.3569 
1902   -144 85.7191 
1903 -157.6 83.3805 
1904 -163.911 80.8761 
1905 -167.48 78.2563 
1906 -169.735 75.6595 
1907 -171.29 73.0366 
1908 -172.424 70.4148 
1909 -173.136 67.4464 
1910 -173.816 64.8148 
1911 -174.365 62.169 
1912 -174.812 59.5321 
1913 -175.192 56.8378 
1914 -175.505 54.1979 
1915 -175.773 51.5457 
1916 -176.001 48.9039 
1917 -176.357 45.9342 
1918 -176.52 43.2911 
1919 -176.665 40.6373 
1920 -176.79 37.9933 
1921 -176.913 35.298 
1922 -177.009 32.6535 
1923 -177.096 29.9987 
1924 -177.17 27.3538 
1925 -178.294 24.4166 
1926   -108 84.7138 
1927 -130.4 83.3805 
1928   -144 81.4131 
1929 -152.244 79.1013 
1930 -157.563 76.6466 
1931 -161.137 74.1496 
1932 -163.753 71.6098 
1933 -165.647 68.7034 
1934 -167.104 65.7807 
1935 -168.28 63.1752 
1936 -169.262 60.5615 
1937 -170.068 57.8943 
1938 -170.762 55.2226 
1939 -171.322 52.589 
1940 -171.819 49.953 
1941 -172.414 47.0029 
1942 -172.946  44.05 
1943 -173.239 41.4053 
1944 -173.509 38.7599 
1945 -173.746 36.072 
1946 -173.967 33.3836 
1947 -174.138 30.7342 
1948 -174.3 28.0847 
1949 -175.501 25.1718 
1950 -176.646 22.2497 
1951   -108 82.0706 
1952 -124.089 80.8761 
1953 -135.756 79.1013 
1954   -144 77.0061 
1955 -149.911 74.7365 
1956 -154.15 72.3656 
1957 -157.366 69.5887 
1958 -159.86 66.7566 
1959 -161.845 63.9072 
1960 -163.392 61.3469 
1961 -164.644 58.7301 
1962 -165.735 56.0929 
1963 -166.692 53.4597 
1964 -167.465 50.8454 
1965 -168.3 47.9284 
1966 -169.059 44.9952 
1967 -169.75 42.0706 
1968 -170.161 39.4329 
1969 -170.505 36.7599 
1970 -170.836 34.0762 
1971 -171.149 31.4026 
1972 -171.393 28.7551 
1973 -172.661 25.8695 
1974 -173.879 22.9674 
1975 -175.048 20.0667 
1976   -108 79.4275 
1977 -120.52 78.2563 
1978 -130.437 76.6466 
1979 -138.089 74.7365 
1980   -144 72.6249 
1981 -148.579 70.0462 
1982 -152.132 67.3763 
1983 -154.963 64.644 
1984 -157.272 61.8675 
1985 -159.011 59.3189 
1986 -160.505 56.7504 
1987 -161.808 54.1663 
1988 -162.957 51.5698 
1989 -164.065 48.6919 
1990 -165.052 45.8045 
1991 -165.942 42.9094 
1992 -166.752 40.008 
1993 -167.22 37.349 
1994 -167.656 34.6882 
1995 -168.065 32.026 
1996 -168.45 29.3625 
1997 -169.799 26.5056 
1998 -171.083 23.6365 
1999 -172.311 20.7573 
2000 -173.494 17.8698 
2001   -108 76.7844 
2002 -118.265 75.6595 
2003 -126.863 74.1496 
2004 -133.85 72.3656 
2005 -139.421 70.0462 
2006   -144 67.5812 
2007 -147.696 64.9968 
2008 -150.707 62.3462 
2009 -153.287 59.6953 
2010 -155.2 57.198 
2011 -156.867 54.663 
2012 -158.322 52.1164 
2013 -159.619 49.3034 
2014 -160.86 46.4552 
2015 -161.974 43.5809 
2016 -162.972 40.7073 
2017 -163.933 37.8728 
2018 -164.485 35.2231 
2019 -164.999 32.5604 
2020 -165.474 29.9046 
2021 -166.847 27.0801 
2022 -168.209 24.2356 
2023 -169.508 21.3686 
2024 -170.747 18.4981 
2025 -171.978 15.6608 
2026   -108 74.1413 
2027 -116.71 73.0366 
2028 -124.247 71.6098 
2029 -130.634 69.5887 
2030 -135.868 67.3763 
2031 -140.304 64.9968 
2032   -144 62.5076 
2033 -147.122 59.994 
2034 -149.798 57.4173 
2035 -151.812 54.962 
2036 -153.592 52.4773 
2037 -155.17 49.7229 
2038 -156.579 46.9493 
2039 -157.91 44.122 
2040 -159.118 41.2807 
2041 -160.239 38.4824 
2042 -161.275 35.6742 
2043 -161.889 33.0281 
2044 -162.467 30.3792 
2045 -163.924 27.587 
2046 -165.308 24.7803 
2047 -166.671 21.9388 
2048 -167.981 19.0865 
2049 -169.256 16.2678 
2050 -170.494 13.4416 
2051   -108 71.4981 
2052 -115.576 70.4148 
2053 -122.353 68.7034 
2054 -128.14 66.7566 
2055 -133.037 64.644 
2056 -137.293 62.3462 
2057 -140.878 59.994 
2058   -144 57.5505 
2059 -146.726 55.0543 
2060 -148.804 52.6469 
2061 -150.641 49.9643 
2062 -152.301 47.2469 
2063 -153.799 44.5217 
2064 -155.205 41.7236 
2065 -156.471 38.9696 
2066 -157.655 36.1935 
2067 -158.761 33.4203 
2068 -159.433 30.7843 
2069 -160.963 28.0267 
2070 -162.426 25.2476 
2071 -163.826 22.4653 
2072 -165.196 19.6334 
2073 -166.505 16.8347 
2074 -167.786 14.0223 
2075 -169.038 11.2139 
2076   -108 68.855 
2077 -114.864 67.4464 
2078 -120.896 65.7807 
2079 -126.155 63.9072 
